URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://somewhere.org/fhir/myig/ValueSet/FoodAllergyVS,0.1.0-test,active,,FoodAllergyVS,Food Allergies,"Main Food allergies.","StructureDefinition/FoodAllergy","SCT"
